category_id,buy_1201,buy_1202,buy_delta,contribution
2271249,0.0,1.0,1.0,0.001038
2279449,0.0,1.0,1.0,0.001038
2281023,0.0,1.0,1.0,0.001038
2287226,0.0,1.0,1.0,0.001038
2289814,0.0,1.0,1.0,0.001038
2301954,0.0,1.0,1.0,0.001038
2310649,0.0,1.0,1.0,0.001038
2313724,0.0,1.0,1.0,0.001038
2321441,2.0,3.0,1.0,0.001038
2322253,1.0,2.0,1.0,0.001038
2337395,1.0,2.0,1.0,0.001038
2343750,0.0,1.0,1.0,0.001038
2352202,0.0,1.0,1.0,0.001038
2367907,0.0,1.0,1.0,0.001038
2370610,0.0,1.0,1.0,0.001038
2371594,1.0,2.0,1.0,0.001038
2393800,0.0,1.0,1.0,0.001038
2394030,2.0,3.0,1.0,0.001038
2400671,0.0,1.0,1.0,0.001038
2429887,1.0,2.0,1.0,0.001038
2431602,0.0,1.0,1.0,0.001038
2440364,1.0,2.0,1.0,0.001038
2443475,1.0,2.0,1.0,0.001038
2459106,0.0,1.0,1.0,0.001038
2464463,0.0,1.0,1.0,0.001038
2466971,1.0,2.0,1.0,0.001038
2475942,0.0,1.0,1.0,0.001038
2488933,0.0,1.0,1.0,0.001038
2495340,7.0,8.0,1.0,0.001038
2496932,0.0,1.0,1.0,0.001038
2515942,0.0,1.0,1.0,0.001038
2529187,5.0,6.0,1.0,0.001038
2535661,0.0,1.0,1.0,0.001038
2553299,0.0,1.0,1.0,0.001038
2553450,0.0,1.0,1.0,0.001038
2555621,0.0,1.0,1.0,0.001038
2558204,6.0,7.0,1.0,0.001038
2561712,0.0,1.0,1.0,0.001038
2567555,0.0,1.0,1.0,0.001038
2576484,2.0,3.0,1.0,0.001038
2578034,0.0,1.0,1.0,0.001038
2583941,0.0,1.0,1.0,0.001038
2590256,1.0,2.0,1.0,0.001038
2596518,0.0,1.0,1.0,0.001038
2604507,0.0,1.0,1.0,0.001038
2610791,0.0,1.0,1.0,0.001038
2620182,0.0,1.0,1.0,0.001038
2626154,0.0,1.0,1.0,0.001038
2626490,0.0,1.0,1.0,0.001038
2632873,2.0,3.0,1.0,0.001038
2649368,1.0,2.0,1.0,0.001038
2652344,0.0,1.0,1.0,0.001038
2656238,0.0,1.0,1.0,0.001038
2666911,0.0,1.0,1.0,0.001038
2667323,2.0,3.0,1.0,0.001038
2678170,0.0,1.0,1.0,0.001038
2706436,0.0,1.0,1.0,0.001038
2713041,1.0,2.0,1.0,0.001038
2723483,0.0,1.0,1.0,0.001038
2729610,0.0,1.0,1.0,0.001038
2732466,2.0,3.0,1.0,0.001038
2750247,0.0,1.0,1.0,0.001038
2774299,5.0,6.0,1.0,0.001038
2774536,0.0,1.0,1.0,0.001038
2779062,0.0,1.0,1.0,0.001038
2783415,0.0,1.0,1.0,0.001038
2799848,0.0,1.0,1.0,0.001038
2825431,0.0,1.0,1.0,0.001038
2836123,0.0,1.0,1.0,0.001038
2853993,0.0,1.0,1.0,0.001038
2875969,0.0,1.0,1.0,0.001038
2881914,0.0,1.0,1.0,0.001038
2891408,0.0,1.0,1.0,0.001038
2914440,0.0,1.0,1.0,0.001038
2916918,0.0,1.0,1.0,0.001038
2918955,0.0,1.0,1.0,0.001038
2925636,1.0,2.0,1.0,0.001038
2952458,0.0,1.0,1.0,0.001038
2959407,0.0,1.0,1.0,0.001038
2969269,0.0,1.0,1.0,0.001038
2975713,0.0,1.0,1.0,0.001038
2976589,0.0,1.0,1.0,0.001038
2988043,0.0,1.0,1.0,0.001038
2989452,0.0,1.0,1.0,0.001038
2993461,0.0,1.0,1.0,0.001038
2997109,0.0,1.0,1.0,0.001038
3013991,0.0,1.0,1.0,0.001038
3033798,0.0,1.0,1.0,0.001038
3043292,0.0,1.0,1.0,0.001038
3045640,0.0,1.0,1.0,0.001038
3053292,0.0,1.0,1.0,0.001038
3054014,0.0,1.0,1.0,0.001038
3075153,0.0,1.0,1.0,0.001038
3100554,0.0,1.0,1.0,0.001038
3102560,2.0,3.0,1.0,0.001038
3118167,0.0,1.0,1.0,0.001038
3131155,0.0,1.0,1.0,0.001038
3142010,0.0,1.0,1.0,0.001038
3150851,0.0,1.0,1.0,0.001038
3154173,0.0,1.0,1.0,0.001038
3154837,0.0,1.0,1.0,0.001038
3155703,1.0,2.0,1.0,0.001038
3156448,0.0,1.0,1.0,0.001038
3170314,1.0,2.0,1.0,0.001038
3184456,0.0,1.0,1.0,0.001038
3190175,0.0,1.0,1.0,0.001038
3214361,0.0,1.0,1.0,0.001038
3230909,1.0,2.0,1.0,0.001038
3233128,1.0,2.0,1.0,0.001038
3235112,0.0,1.0,1.0,0.001038
3248072,7.0,8.0,1.0,0.001038
3253709,0.0,1.0,1.0,0.001038
3255355,0.0,1.0,1.0,0.001038
3282340,0.0,1.0,1.0,0.001038
3298620,0.0,1.0,1.0,0.001038
3299155,15.0,16.0,1.0,0.001038
3313438,0.0,1.0,1.0,0.001038
3340725,0.0,1.0,1.0,0.001038
3343024,0.0,1.0,1.0,0.001038
3351726,3.0,4.0,1.0,0.001038
3354571,2.0,3.0,1.0,0.001038
3367924,1.0,2.0,1.0,0.001038
3381583,4.0,5.0,1.0,0.001038
3388914,0.0,1.0,1.0,0.001038
3391862,0.0,1.0,1.0,0.001038
3400167,2.0,3.0,1.0,0.001038
3409341,0.0,1.0,1.0,0.001038
3422001,2.0,3.0,1.0,0.001038
3425094,1.0,2.0,1.0,0.001038
3443691,0.0,1.0,1.0,0.001038
3445730,0.0,1.0,1.0,0.001038
3456641,0.0,1.0,1.0,0.001038
3459562,4.0,5.0,1.0,0.001038
3461439,0.0,1.0,1.0,0.001038
3470850,0.0,1.0,1.0,0.001038
3490970,1.0,2.0,1.0,0.001038
3494149,0.0,1.0,1.0,0.001038
3497174,0.0,1.0,1.0,0.001038
3523150,0.0,1.0,1.0,0.001038
3524510,4.0,5.0,1.0,0.001038
3544014,0.0,1.0,1.0,0.001038
3547813,0.0,1.0,1.0,0.001038
3548883,0.0,1.0,1.0,0.001038
3568839,0.0,1.0,1.0,0.001038
3570656,1.0,2.0,1.0,0.001038
3571884,1.0,2.0,1.0,0.001038
3572783,0.0,1.0,1.0,0.001038
3577636,0.0,1.0,1.0,0.001038
3582241,0.0,1.0,1.0,0.001038
3587108,0.0,1.0,1.0,0.001038
3590468,0.0,1.0,1.0,0.001038
3594090,0.0,1.0,1.0,0.001038
3595690,0.0,1.0,1.0,0.001038
3608477,1.0,2.0,1.0,0.001038
3641399,0.0,1.0,1.0,0.001038
3663224,0.0,1.0,1.0,0.001038
3666135,0.0,1.0,1.0,0.001038
3672452,0.0,1.0,1.0,0.001038
3673049,2.0,3.0,1.0,0.001038
3681810,0.0,1.0,1.0,0.001038
3697658,0.0,1.0,1.0,0.001038
3702593,5.0,6.0,1.0,0.001038
3704829,0.0,1.0,1.0,0.001038
3711641,1.0,2.0,1.0,0.001038
3729292,0.0,1.0,1.0,0.001038
3733874,0.0,1.0,1.0,0.001038
3735942,0.0,1.0,1.0,0.001038
3736158,0.0,1.0,1.0,0.001038
3736316,1.0,2.0,1.0,0.001038
3740075,1.0,2.0,1.0,0.001038
3747586,0.0,1.0,1.0,0.001038
3756841,0.0,1.0,1.0,0.001038
3758209,0.0,1.0,1.0,0.001038
3758226,1.0,2.0,1.0,0.001038
3759918,0.0,1.0,1.0,0.001038
3770161,0.0,1.0,1.0,0.001038
3777010,0.0,1.0,1.0,0.001038
3783852,0.0,1.0,1.0,0.001038
3783926,0.0,1.0,1.0,0.001038
3788576,0.0,1.0,1.0,0.001038
3793843,0.0,1.0,1.0,0.001038
3795193,0.0,1.0,1.0,0.001038
3803127,0.0,1.0,1.0,0.001038
3815870,0.0,1.0,1.0,0.001038
3816918,0.0,1.0,1.0,0.001038
3817036,0.0,1.0,1.0,0.001038
3826089,0.0,1.0,1.0,0.001038
3833912,0.0,1.0,1.0,0.001038
3848953,6.0,7.0,1.0,0.001038
3849096,0.0,1.0,1.0,0.001038
3857308,0.0,1.0,1.0,0.001038
3866248,0.0,1.0,1.0,0.001038
3886822,0.0,1.0,1.0,0.001038
3898483,6.0,7.0,1.0,0.001038
3900668,0.0,1.0,1.0,0.001038
3901193,2.0,3.0,1.0,0.001038
3903234,0.0,1.0,1.0,0.001038
3926800,0.0,1.0,1.0,0.001038
3940193,0.0,1.0,1.0,0.001038
3942794,0.0,1.0,1.0,0.001038
3944254,0.0,1.0,1.0,0.001038
3944885,1.0,2.0,1.0,0.001038
3978441,0.0,1.0,1.0,0.001038
3980838,0.0,1.0,1.0,0.001038
3989777,0.0,1.0,1.0,0.001038
4036269,0.0,1.0,1.0,0.001038
4039865,0.0,1.0,1.0,0.001038
4042890,0.0,1.0,1.0,0.001038
4048584,3.0,4.0,1.0,0.001038
4050612,0.0,1.0,1.0,0.001038
4077585,0.0,1.0,1.0,0.001038
4113220,0.0,1.0,1.0,0.001038
4128033,0.0,1.0,1.0,0.001038
4138583,3.0,4.0,1.0,0.001038
4163659,4.0,5.0,1.0,0.001038
4188178,0.0,1.0,1.0,0.001038
4203730,0.0,1.0,1.0,0.001038
4211850,0.0,1.0,1.0,0.001038
4212069,1.0,2.0,1.0,0.001038
4220691,0.0,1.0,1.0,0.001038
4227487,0.0,1.0,1.0,0.001038
4239038,0.0,1.0,1.0,0.001038
4243653,0.0,1.0,1.0,0.001038
4244487,18.0,19.0,1.0,0.001038
4244990,0.0,1.0,1.0,0.001038
4255953,0.0,1.0,1.0,0.001038
4261392,0.0,1.0,1.0,0.001038
4273374,0.0,1.0,1.0,0.001038
4273662,1.0,2.0,1.0,0.001038
4281067,0.0,1.0,1.0,0.001038
4285553,1.0,2.0,1.0,0.001038
4294512,0.0,1.0,1.0,0.001038
4298656,0.0,1.0,1.0,0.001038
4302328,0.0,1.0,1.0,0.001038
4307317,0.0,1.0,1.0,0.001038
4308141,3.0,4.0,1.0,0.001038
4321796,0.0,1.0,1.0,0.001038
4323655,0.0,1.0,1.0,0.001038
4333465,0.0,1.0,1.0,0.001038
4336538,0.0,1.0,1.0,0.001038
4370954,0.0,1.0,1.0,0.001038
4374048,0.0,1.0,1.0,0.001038
4378750,0.0,1.0,1.0,0.001038
4390513,0.0,1.0,1.0,0.001038
4391936,5.0,6.0,1.0,0.001038
4395670,0.0,1.0,1.0,0.001038
4397687,0.0,1.0,1.0,0.001038
4402326,0.0,1.0,1.0,0.001038
4403323,0.0,1.0,1.0,0.001038
4408422,0.0,1.0,1.0,0.001038
4425678,0.0,1.0,1.0,0.001038
4434812,1.0,2.0,1.0,0.001038
4447409,0.0,1.0,1.0,0.001038
4464320,0.0,1.0,1.0,0.001038
4466876,0.0,1.0,1.0,0.001038
4478620,0.0,1.0,1.0,0.001038
4481410,0.0,1.0,1.0,0.001038
4482419,1.0,2.0,1.0,0.001038
4487980,0.0,1.0,1.0,0.001038
4489615,0.0,1.0,1.0,0.001038
4503832,0.0,1.0,1.0,0.001038
4513669,0.0,1.0,1.0,0.001038
4524544,0.0,1.0,1.0,0.001038
4526708,0.0,1.0,1.0,0.001038
4537798,0.0,1.0,1.0,0.001038
4553088,0.0,1.0,1.0,0.001038
4559624,0.0,1.0,1.0,0.001038
4561988,0.0,1.0,1.0,0.001038
4576874,6.0,7.0,1.0,0.001038
4596941,0.0,1.0,1.0,0.001038
4602388,0.0,1.0,1.0,0.001038
4602841,2.0,3.0,1.0,0.001038
4612468,0.0,1.0,1.0,0.001038
4615159,0.0,1.0,1.0,0.001038
4627820,2.0,3.0,1.0,0.001038
4632044,0.0,1.0,1.0,0.001038
4640095,0.0,1.0,1.0,0.001038
4656341,0.0,1.0,1.0,0.001038
4662072,0.0,1.0,1.0,0.001038
4693580,0.0,1.0,1.0,0.001038
4710097,0.0,1.0,1.0,0.001038
4718134,0.0,1.0,1.0,0.001038
4743234,0.0,1.0,1.0,0.001038
4762182,1.0,2.0,1.0,0.001038
4764977,0.0,1.0,1.0,0.001038
4776549,0.0,1.0,1.0,0.001038
4789674,2.0,3.0,1.0,0.001038
4813803,0.0,1.0,1.0,0.001038
4826471,0.0,1.0,1.0,0.001038
4830705,0.0,1.0,1.0,0.001038
4832362,0.0,1.0,1.0,0.001038
4835015,0.0,1.0,1.0,0.001038
4847838,0.0,1.0,1.0,0.001038
4853595,0.0,1.0,1.0,0.001038
4854759,0.0,1.0,1.0,0.001038
4868797,3.0,4.0,1.0,0.001038
4869428,0.0,1.0,1.0,0.001038
4871255,0.0,1.0,1.0,0.001038
4883014,0.0,1.0,1.0,0.001038
4891188,0.0,1.0,1.0,0.001038
4911958,2.0,3.0,1.0,0.001038
4924285,0.0,1.0,1.0,0.001038
4936889,0.0,1.0,1.0,0.001038
4953972,0.0,1.0,1.0,0.001038
4956511,0.0,1.0,1.0,0.001038
4956748,0.0,1.0,1.0,0.001038
4969568,1.0,2.0,1.0,0.001038
4988911,1.0,2.0,1.0,0.001038
4990074,0.0,1.0,1.0,0.001038
5002819,0.0,1.0,1.0,0.001038
5015375,0.0,1.0,1.0,0.001038
5028877,0.0,1.0,1.0,0.001038
5029530,0.0,1.0,1.0,0.001038
5037641,0.0,1.0,1.0,0.001038
5045220,0.0,1.0,1.0,0.001038
5066805,0.0,1.0,1.0,0.001038
5068521,0.0,1.0,1.0,0.001038
5095125,0.0,1.0,1.0,0.001038
5101104,0.0,1.0,1.0,0.001038
5127795,0.0,1.0,1.0,0.001038
5148696,0.0,1.0,1.0,0.001038
5161669,0.0,1.0,1.0,0.001038
36289,1.0,1.0,0.0,0.0
65720,1.0,1.0,0.0,0.0
84264,2.0,2.0,0.0,0.0
90791,1.0,1.0,0.0,0.0
106173,2.0,2.0,0.0,0.0
160181,3.0,3.0,0.0,0.0
182358,2.0,2.0,0.0,0.0
257909,1.0,1.0,0.0,0.0
285583,6.0,6.0,0.0,0.0
317647,1.0,1.0,0.0,0.0
322167,1.0,1.0,0.0,0.0
338646,2.0,2.0,0.0,0.0
339124,2.0,2.0,0.0,0.0
344833,2.0,2.0,0.0,0.0
358773,2.0,2.0,0.0,0.0
359388,2.0,2.0,0.0,0.0
381048,1.0,1.0,0.0,0.0
414708,1.0,1.0,0.0,0.0
448398,2.0,2.0,0.0,0.0
481876,1.0,1.0,0.0,0.0
482114,1.0,1.0,0.0,0.0
535180,1.0,1.0,0.0,0.0
542908,2.0,2.0,0.0,0.0
571820,1.0,1.0,0.0,0.0
624370,1.0,1.0,0.0,0.0
634390,6.0,6.0,0.0,0.0
784897,1.0,1.0,0.0,0.0
815311,2.0,2.0,0.0,0.0
837488,1.0,1.0,0.0,0.0
845650,2.0,2.0,0.0,0.0
858756,1.0,1.0,0.0,0.0
864424,1.0,1.0,0.0,0.0
882095,1.0,1.0,0.0,0.0
883960,23.0,23.0,0.0,0.0
893651,1.0,1.0,0.0,0.0
941949,1.0,1.0,0.0,0.0
959452,1.0,1.0,0.0,0.0
964912,2.0,2.0,0.0,0.0
1009182,4.0,4.0,0.0,0.0
1025720,1.0,1.0,0.0,0.0
1045172,8.0,8.0,0.0,0.0
1107469,1.0,1.0,0.0,0.0
1125862,1.0,1.0,0.0,0.0
1136776,1.0,1.0,0.0,0.0
1154246,2.0,2.0,0.0,0.0
1281603,1.0,1.0,0.0,0.0
1288487,2.0,2.0,0.0,0.0
1297315,1.0,1.0,0.0,0.0
1366688,2.0,2.0,0.0,0.0
1404020,13.0,13.0,0.0,0.0
1431810,2.0,2.0,0.0,0.0
1446405,1.0,1.0,0.0,0.0
1471680,1.0,1.0,0.0,0.0
1483715,1.0,1.0,0.0,0.0
1488813,1.0,1.0,0.0,0.0
1506018,1.0,1.0,0.0,0.0
1548278,7.0,7.0,0.0,0.0
1572948,2.0,2.0,0.0,0.0
1582197,2.0,2.0,0.0,0.0
1605765,1.0,1.0,0.0,0.0
1691699,1.0,1.0,0.0,0.0
1721893,1.0,1.0,0.0,0.0
1722855,1.0,1.0,0.0,0.0
1776295,1.0,1.0,0.0,0.0
1805756,1.0,1.0,0.0,0.0
1807584,2.0,2.0,0.0,0.0
1813610,2.0,2.0,0.0,0.0
1850548,2.0,2.0,0.0,0.0
1858817,1.0,1.0,0.0,0.0
1868423,1.0,1.0,0.0,0.0
1875258,1.0,1.0,0.0,0.0
1876707,2.0,2.0,0.0,0.0
1884322,4.0,4.0,0.0,0.0
1884568,3.0,3.0,0.0,0.0
1902453,1.0,1.0,0.0,0.0
1922644,1.0,1.0,0.0,0.0
1943989,3.0,3.0,0.0,0.0
1944905,1.0,1.0,0.0,0.0
1958275,1.0,1.0,0.0,0.0
1964754,3.0,3.0,0.0,0.0
1988433,2.0,2.0,0.0,0.0
2020240,1.0,1.0,0.0,0.0
2031969,1.0,1.0,0.0,0.0
2072473,3.0,3.0,0.0,0.0
2102739,2.0,2.0,0.0,0.0
2103768,2.0,2.0,0.0,0.0
2106073,2.0,2.0,0.0,0.0
2141039,1.0,1.0,0.0,0.0
2157356,2.0,2.0,0.0,0.0
2168009,1.0,1.0,0.0,0.0
2176263,1.0,1.0,0.0,0.0
2197799,1.0,1.0,0.0,0.0
2201685,1.0,1.0,0.0,0.0
2217187,1.0,1.0,0.0,0.0
2288113,1.0,1.0,0.0,0.0
2293367,1.0,1.0,0.0,0.0
2328010,1.0,1.0,0.0,0.0
2362370,1.0,1.0,0.0,0.0
2370324,1.0,1.0,0.0,0.0
2426236,1.0,1.0,0.0,0.0
2433095,1.0,1.0,0.0,0.0
2452793,1.0,1.0,0.0,0.0
2540093,1.0,1.0,0.0,0.0
2615320,1.0,1.0,0.0,0.0
2651305,2.0,2.0,0.0,0.0
2671397,3.0,3.0,0.0,0.0
2678261,1.0,1.0,0.0,0.0
2690374,1.0,1.0,0.0,0.0
2718441,1.0,1.0,0.0,0.0
2756070,1.0,1.0,0.0,0.0
2782399,1.0,1.0,0.0,0.0
2819188,1.0,1.0,0.0,0.0
2862512,1.0,1.0,0.0,0.0
2890111,2.0,2.0,0.0,0.0
2917289,1.0,1.0,0.0,0.0
2923541,1.0,1.0,0.0,0.0
2925160,4.0,4.0,0.0,0.0
2964603,2.0,2.0,0.0,0.0
2966303,1.0,1.0,0.0,0.0
3010881,1.0,1.0,0.0,0.0
3042050,2.0,2.0,0.0,0.0
3075521,1.0,1.0,0.0,0.0
3087458,4.0,4.0,0.0,0.0
3103283,1.0,1.0,0.0,0.0
3112817,6.0,6.0,0.0,0.0
3139583,1.0,1.0,0.0,0.0
3155336,1.0,1.0,0.0,0.0
3164550,7.0,7.0,0.0,0.0
3170922,1.0,1.0,0.0,0.0
3194089,1.0,1.0,0.0,0.0
3231861,1.0,1.0,0.0,0.0
3248864,2.0,2.0,0.0,0.0
3274258,2.0,2.0,0.0,0.0
3343095,1.0,1.0,0.0,0.0
3378887,4.0,4.0,0.0,0.0
3392099,1.0,1.0,0.0,0.0
3410573,1.0,1.0,0.0,0.0
3415144,5.0,5.0,0.0,0.0
3415753,1.0,1.0,0.0,0.0
3439012,4.0,4.0,0.0,0.0
3448250,1.0,1.0,0.0,0.0
3454970,1.0,1.0,0.0,0.0
3459125,1.0,1.0,0.0,0.0
3483675,2.0,2.0,0.0,0.0
3567828,1.0,1.0,0.0,0.0
3579754,4.0,4.0,0.0,0.0
3645362,14.0,14.0,0.0,0.0
3648733,1.0,1.0,0.0,0.0
3695050,1.0,1.0,0.0,0.0
3730378,1.0,1.0,0.0,0.0
3731995,1.0,1.0,0.0,0.0
3747017,11.0,11.0,0.0,0.0
3756425,1.0,1.0,0.0,0.0
3776999,1.0,1.0,0.0,0.0
3779369,3.0,3.0,0.0,0.0
3791831,1.0,1.0,0.0,0.0
3796207,2.0,2.0,0.0,0.0
3807763,2.0,2.0,0.0,0.0
3855599,1.0,1.0,0.0,0.0
3919304,1.0,1.0,0.0,0.0
3922126,2.0,2.0,0.0,0.0
3975787,13.0,13.0,0.0,0.0
3985610,1.0,1.0,0.0,0.0
3995452,2.0,2.0,0.0,0.0
3999977,2.0,2.0,0.0,0.0
4006013,2.0,2.0,0.0,0.0
4011278,1.0,1.0,0.0,0.0
4015820,1.0,1.0,0.0,0.0
4078249,1.0,1.0,0.0,0.0
4085342,1.0,1.0,0.0,0.0
4095810,6.0,6.0,0.0,0.0
4098232,1.0,1.0,0.0,0.0
4185664,1.0,1.0,0.0,0.0
4220654,3.0,3.0,0.0,0.0
4257541,1.0,1.0,0.0,0.0
4282670,1.0,1.0,0.0,0.0
4294583,2.0,2.0,0.0,0.0
4317228,1.0,1.0,0.0,0.0
4339360,1.0,1.0,0.0,0.0
4355436,1.0,1.0,0.0,0.0
4356440,1.0,1.0,0.0,0.0
4357323,31.0,31.0,0.0,0.0
4370528,1.0,1.0,0.0,0.0
4449178,1.0,1.0,0.0,0.0
4455776,1.0,1.0,0.0,0.0
4509039,1.0,1.0,0.0,0.0
4512393,1.0,1.0,0.0,0.0
4544118,1.0,1.0,0.0,0.0
4558987,16.0,16.0,0.0,0.0
4564007,1.0,1.0,0.0,0.0
4565729,1.0,1.0,0.0,0.0
4583654,2.0,2.0,0.0,0.0
4589142,1.0,1.0,0.0,0.0
4597130,1.0,1.0,0.0,0.0
4625363,1.0,1.0,0.0,0.0
4633856,1.0,1.0,0.0,0.0
4715650,1.0,1.0,0.0,0.0
4716920,1.0,1.0,0.0,0.0
4731191,5.0,5.0,0.0,0.0
4734879,1.0,1.0,0.0,0.0
4780547,2.0,2.0,0.0,0.0
4804883,3.0,3.0,0.0,0.0
4817527,2.0,2.0,0.0,0.0
4853207,2.0,2.0,0.0,0.0
4855982,1.0,1.0,0.0,0.0
4877478,1.0,1.0,0.0,0.0
4882154,4.0,4.0,0.0,0.0
4889820,1.0,1.0,0.0,0.0
4892060,1.0,1.0,0.0,0.0
4921805,1.0,1.0,0.0,0.0
4966058,2.0,2.0,0.0,0.0
4980376,1.0,1.0,0.0,0.0
5008466,2.0,2.0,0.0,0.0
5045733,1.0,1.0,0.0,0.0
5053508,21.0,21.0,0.0,0.0
5063620,3.0,3.0,0.0,0.0
5091223,1.0,1.0,0.0,0.0
5064,1.0,0.0,-1.0,-0.001038
16766,1.0,0.0,-1.0,-0.001038
22129,1.0,0.0,-1.0,-0.001038
24104,1.0,0.0,-1.0,-0.001038
24976,1.0,0.0,-1.0,-0.001038
27522,1.0,0.0,-1.0,-0.001038
65362,1.0,0.0,-1.0,-0.001038
72526,2.0,1.0,-1.0,-0.001038
79451,1.0,0.0,-1.0,-0.001038
101859,1.0,0.0,-1.0,-0.001038
138081,1.0,0.0,-1.0,-0.001038
139590,1.0,0.0,-1.0,-0.001038
140361,1.0,0.0,-1.0,-0.001038
171128,1.0,0.0,-1.0,-0.001038
172164,1.0,0.0,-1.0,-0.001038
211402,1.0,0.0,-1.0,-0.001038
222415,1.0,0.0,-1.0,-0.001038
229607,1.0,0.0,-1.0,-0.001038
243423,1.0,0.0,-1.0,-0.001038
255969,1.0,0.0,-1.0,-0.001038
286229,2.0,1.0,-1.0,-0.001038
293545,1.0,0.0,-1.0,-0.001038
322805,4.0,3.0,-1.0,-0.001038
323851,2.0,1.0,-1.0,-0.001038
329040,1.0,0.0,-1.0,-0.001038
334451,1.0,0.0,-1.0,-0.001038
334831,1.0,0.0,-1.0,-0.001038
344221,1.0,0.0,-1.0,-0.001038
362515,1.0,0.0,-1.0,-0.001038
378205,1.0,0.0,-1.0,-0.001038
387633,1.0,0.0,-1.0,-0.001038
389704,2.0,1.0,-1.0,-0.001038
401357,5.0,4.0,-1.0,-0.001038
425574,1.0,0.0,-1.0,-0.001038
446701,1.0,0.0,-1.0,-0.001038
464112,1.0,0.0,-1.0,-0.001038
476519,1.0,0.0,-1.0,-0.001038
484957,1.0,0.0,-1.0,-0.001038
499049,1.0,0.0,-1.0,-0.001038
500212,1.0,0.0,-1.0,-0.001038
522951,2.0,1.0,-1.0,-0.001038
529278,1.0,0.0,-1.0,-0.001038
547478,1.0,0.0,-1.0,-0.001038
550660,1.0,0.0,-1.0,-0.001038
564681,1.0,0.0,-1.0,-0.001038
578784,1.0,0.0,-1.0,-0.001038
578983,2.0,1.0,-1.0,-0.001038
588463,1.0,0.0,-1.0,-0.001038
603655,1.0,0.0,-1.0,-0.001038
605687,1.0,0.0,-1.0,-0.001038
643752,1.0,0.0,-1.0,-0.001038
653249,1.0,0.0,-1.0,-0.001038
661759,1.0,0.0,-1.0,-0.001038
662846,2.0,1.0,-1.0,-0.001038
677459,1.0,0.0,-1.0,-0.001038
693937,1.0,0.0,-1.0,-0.001038
717033,1.0,0.0,-1.0,-0.001038
719442,1.0,0.0,-1.0,-0.001038
737184,1.0,0.0,-1.0,-0.001038
750949,3.0,2.0,-1.0,-0.001038
752128,1.0,0.0,-1.0,-0.001038
761059,1.0,0.0,-1.0,-0.001038
777988,1.0,0.0,-1.0,-0.001038
792836,1.0,0.0,-1.0,-0.001038
794153,1.0,0.0,-1.0,-0.001038
801865,1.0,0.0,-1.0,-0.001038
804084,7.0,6.0,-1.0,-0.001038
807138,1.0,0.0,-1.0,-0.001038
814178,1.0,0.0,-1.0,-0.001038
815501,1.0,0.0,-1.0,-0.001038
841380,1.0,0.0,-1.0,-0.001038
841696,2.0,1.0,-1.0,-0.001038
848854,2.0,1.0,-1.0,-0.001038
856543,1.0,0.0,-1.0,-0.001038
856718,2.0,1.0,-1.0,-0.001038
873792,1.0,0.0,-1.0,-0.001038
880612,1.0,0.0,-1.0,-0.001038
880704,1.0,0.0,-1.0,-0.001038
882707,4.0,3.0,-1.0,-0.001038
886304,1.0,0.0,-1.0,-0.001038
890050,1.0,0.0,-1.0,-0.001038
913035,1.0,0.0,-1.0,-0.001038
916918,1.0,0.0,-1.0,-0.001038
920038,1.0,0.0,-1.0,-0.001038
960102,1.0,0.0,-1.0,-0.001038
996449,1.0,0.0,-1.0,-0.001038
1012333,1.0,0.0,-1.0,-0.001038
1014423,1.0,0.0,-1.0,-0.001038
1020087,1.0,0.0,-1.0,-0.001038
1023710,2.0,1.0,-1.0,-0.001038
1030331,2.0,1.0,-1.0,-0.001038
1043312,1.0,0.0,-1.0,-0.001038
1058331,1.0,0.0,-1.0,-0.001038
1059665,1.0,0.0,-1.0,-0.001038
1062391,1.0,0.0,-1.0,-0.001038
1065421,1.0,0.0,-1.0,-0.001038
1080785,8.0,7.0,-1.0,-0.001038
1081037,1.0,0.0,-1.0,-0.001038
1089105,1.0,0.0,-1.0,-0.001038
1090997,1.0,0.0,-1.0,-0.001038
1151753,2.0,1.0,-1.0,-0.001038
1155625,1.0,0.0,-1.0,-0.001038
1158475,4.0,3.0,-1.0,-0.001038
1213320,1.0,0.0,-1.0,-0.001038
1227327,1.0,0.0,-1.0,-0.001038
1275696,1.0,0.0,-1.0,-0.001038
1306853,1.0,0.0,-1.0,-0.001038
1314876,1.0,0.0,-1.0,-0.001038
1343413,2.0,1.0,-1.0,-0.001038
1343555,1.0,0.0,-1.0,-0.001038
1349561,14.0,13.0,-1.0,-0.001038
1382264,2.0,1.0,-1.0,-0.001038
1396935,1.0,0.0,-1.0,-0.001038
1397912,2.0,1.0,-1.0,-0.001038
1408807,1.0,0.0,-1.0,-0.001038
1414911,1.0,0.0,-1.0,-0.001038
1416713,1.0,0.0,-1.0,-0.001038
1420205,3.0,2.0,-1.0,-0.001038
1492770,1.0,0.0,-1.0,-0.001038
1496373,1.0,0.0,-1.0,-0.001038
1498547,1.0,0.0,-1.0,-0.001038
1506691,1.0,0.0,-1.0,-0.001038
1519819,1.0,0.0,-1.0,-0.001038
1521068,1.0,0.0,-1.0,-0.001038
1526856,1.0,0.0,-1.0,-0.001038
1527667,1.0,0.0,-1.0,-0.001038
1537669,1.0,0.0,-1.0,-0.001038
1540947,1.0,0.0,-1.0,-0.001038
1547412,1.0,0.0,-1.0,-0.001038
1553570,1.0,0.0,-1.0,-0.001038
